Name,RT,ion
n-Butyl ether,7.5828,57
2-Furanmethanol,7.6239,70
2-Furanmethanol,7.6239,95
"Butanoic acid, 3-hydroxy-, methyl ester",7.6239,87
"Butanoic acid, 3-hydroxy-, methyl ester",7.6239,103
Diallyl sulfide,7.7061,71
Diallyl sulfide,7.7061,114
"2-Propenoic acid, butyl ester",7.7061,55
"2-Propenoic acid, butyl ester",7.7061,56
"2-Propenoic acid, butyl ester",7.7061,73
"Butanoic acid, 2-methyl-",7.7061,57
"Butanoic acid, 2-methyl-",7.7061,87
"2-Hexanone, 5-methyl-",7.7472,71
"2-Hexanone, 5-methyl-",7.7472,59
"2-Hexen-1-ol, (E)-",7.7472,71
"2-Hexen-1-ol, (E)-",7.7472,82
"Octane, 4-methyl-",7.7883,70
"Butanoic acid, 3-methyl-",7.7883,87
"Butanoic acid, 3-methyl-",7.7883,60
"Octane, 4-methyl-",7.7883,84
"Pyridine, 3-methyl-",7.7883,94
"Pyridine, 3-methyl-",7.7883,92
"Butanoic acid, 3-methyl-",7.7883,41
"Propanoic acid, 2,2-dimethyl-",7.8294,41
"Propanoic acid, 2,2-dimethyl-",7.8294,57
p-Xylene,7.8705,77
p-Xylene,7.8705,106
Propyl hydrodisulfide,7.8705,79
Propyl hydrodisulfide,7.8705,110
"Propanoic acid, 2-methylpropyl ester",7.9116,75
"Propanoic acid, 2-methylpropyl ester",7.9116,87
"Propanoic acid, 2-methylpropyl ester",7.9116,56
Methyl tiglate,7.9116,99
"Benzene, 1,3-dimethyl-",7.9116,78
Methyl tiglate,7.9116,114
"Benzene, 1,3-dimethyl-",7.9116,106
"Heptane, 3-ethyl-",7.9527,41
"Heptane, 3-ethyl-",7.9527,98
5-Hexen-1-ol,7.9938,82
"2-Hexen-1-ol, (Z)-",7.9938,71
"2-Hexen-1-ol, (Z)-",7.9938,82
1-Hexanol,7.9938,39
1-Hexanol,7.9938,84
5-Hexen-1-ol,7.9938,81
1-Methoxy-2-propyl acetate,8.076,72
1-Methoxy-2-propyl acetate,8.076,87
2-Methyl-3-furanthiol,8.076,113
2-Methyl-3-furanthiol,8.076,114
CH3CH2CH2SCH2CH=CH2,8.1171,41
CH3CH2CH2SCH2CH=CH2,8.1171,116
"Thiophene, 2-ethyl-",8.1171,39
"Thiophene, 2-ethyl-",8.1171,111
4-Heptanone,8.1582,71
4-Heptanone,8.1582,114
"Butane, 1-(1-ethoxyethoxy)-",8.1582,131
"Butane, 1-(1-ethoxyethoxy)-",8.1582,101
"Butanethioic acid, S-methyl ester",8.2404,103
"Butanethioic acid, S-methyl ester",8.2404,118
"Thiophene, 2,4-dimethyl-",8.2815,39
"Thiophene, 2,4-dimethyl-",8.2815,111
"1-Butanol, 3-methyl-, acetate",8.3226,87
"1-Butanol, 3-methyl-, acetate",8.3226,70
3-Heptanol,8.3637,87
3-Heptanol,8.3637,59
3-Heptanol,8.3637,41
"Thiophene, 2,5-dimethyl-",8.4048,77
"Thiophene, 2,5-dimethyl-",8.4048,97
"Thiophene, 2,5-dimethyl-",8.4048,111
Cyclohexanol,8.487,82
"1-Butanol, 2-methyl-, acetate",8.487,43
"1-Butanol, 2-methyl-, acetate",8.487,70
"1-Butanol, 2-methyl-, acetate",8.487,73
Cyclohexanol,8.487,67
"3-Methyl-3-buten-1-ol, acetate",8.5281,41
"3-Methyl-3-buten-1-ol, acetate",8.5281,68
1-Hepten-3-one,8.5281,70
1-Hepten-3-one,8.5281,97
"Butanoic acid, 3-hydroxy-3-methyl-, methyl ester",8.5692,74
"Butanoic acid, 3-hydroxy-3-methyl-, methyl ester",8.5692,117
"Thiazole, 2,4-dimethyl-",8.6103,114
"Thiazole, 2,4-dimethyl-",8.6103,113
1-Hepten-3-ol,8.6103,81
"N,N-Dimethylacetamide",8.6103,72
"N,N-Dimethylacetamide",8.6103,87
"N,N-Dimethylacetamide",8.6103,44
1-Hepten-3-ol,8.6103,57
o-Xylene,8.7747,106
o-Xylene,8.7747,91
"Bicyclo[2.2.1]hept-2-ene, 2,3-dimethyl-",8.7747,122
"Bicyclo[2.2.1]hept-2-ene, 2,3-dimethyl-",8.7747,94
2-Cyclohexen-1-ol,8.7747,98
1H-Pyrazole,8.7747,68
1H-Pyrazole,8.7747,41
3-Heptanone,8.7747,114
3-Heptanone,8.7747,85
2-Cyclohexen-1-ol,8.7747,83
Propyl sulfide,8.8158,118
"Thiophene, 3,4-dimethyl-",8.8158,111
"Thiophene, 3,4-dimethyl-",8.8158,97
Propyl sulfide,8.8158,89
(Z)-Allyl(prop-1-en-1-yl)sulfane,8.8158,81
CH3C(O)OCH(CH3)C(O)CH3,8.8158,87
CH3C(O)OCH(CH3)C(O)CH3,8.8158,43
(Z)-Allyl(prop-1-en-1-yl)sulfane,8.8158,113
1-Nonene,8.8569,97
1-Nonene,8.8569,98
"Butyric acid, 2-hydroxy-3-methyl-, methyl ester",8.8569,41
"Butyric acid, 2-hydroxy-3-methyl-, methyl ester",8.8569,90
"2,4-Dithiapentane",8.8569,35
"2,4-Dithiapentane",8.8569,45
2-Heptanone,8.9391,59
(E)-Allyl(prop-1-en-1-yl)sulfane,8.9391,71
(E)-Allyl(prop-1-en-1-yl)sulfane,8.9391,114
2-Heptanone,8.9391,71
"Methane, tribromo-",8.9802,254
"Methane, tribromo-",8.9802,252
2-n-Butyl furan,9.0213,82
2-n-Butyl furan,9.0213,124
Styrene,9.0213,103
Styrene,9.0213,105
Cyclohexanone,9.0624,69
Cyclohexanone,9.0624,70
Cyclohexanone,9.0624,98
"Butanoic acid, propyl ester",9.1446,71
"Butanoic acid, propyl ester",9.1446,73
"Butanoic acid, propyl ester",9.1446,89
"Furan, 2,5-diethyltetrahydro-",9.1857,41
"Furan, 2,5-diethyltetrahydro-",9.1857,99
4-Heptenal,9.2268,41
4-Heptenal,9.2268,68
"Propanoic acid, 2-methyl-, butyl ester",9.2268,71
"Propanoic acid, 2-methyl-, butyl ester",9.2268,56
"Propanoic acid, 2-methyl-, butyl ester",9.2268,89
"1,4-Butanediamine",9.36732,43
"1,4-Butanediamine",9.36732,70
Heptanal,9.36732,70
Heptanal,9.36732,96
Pentanoic acid,9.54228,41
Pentanoic acid,9.54228,73
Methyl 2-(methylthio)acetate,9.54228,74
Methyl 2-(methylthio)acetate,9.54228,120
"Butanoic acid, 3-methyl-, 1-methylethyl ester",9.54228,85
"Butanoic acid, 3-methyl-, 1-methylethyl ester",9.54228,103
"4-Heptenal, (E)-",9.6006,84
"4-Heptenal, (E)-",9.6006,94
Methyl isopropyl disulphide,9.65892,122
"Ethanol, 2-butoxy-",9.65892,75
Methyl isopropyl disulphide,9.65892,80
"Ethanol, 2-butoxy-",9.65892,57
"Thiazole, 2-ethyl-",9.65892,112
"Pyridine, 2-ethyl-",9.65892,107
"Pyridine, 2-ethyl-",9.65892,106
"Thiazole, 2-ethyl-",9.65892,113
2-Ethoxyethyl acetate,9.71724,88
2-Ethoxyethyl acetate,9.71724,87
Methional,9.71724,76
Methional,9.71724,104
"Propanoic acid, butyl ester",9.77556,75
"Propanoic acid, butyl ester",9.77556,87
Santolina triene,9.77556,105
Santolina triene,9.77556,121
"Bicyclo[2.2.1]hept-2-ene, 1,7,7-trimethyl-",9.77556,121
"Bicyclo[2.2.1]hept-2-ene, 1,7,7-trimethyl-",9.77556,136
"2-Butenoic acid, 2-methyl-, (Z)-",9.83388,41
"2-Butenoic acid, 2-methyl-, (Z)-",9.83388,100
"Propanoic acid, 2-methyl-, 2-methylpropyl ester",9.8922,43
"Propanoic acid, 2-methyl-, 2-methylpropyl ester",9.8922,89
"Acetic acid, pentyl ester",9.95052,73
"Acetic acid, pentyl ester",9.95052,70
"Ethanone, 1-(2-furanyl)-",9.95052,110
"Ethanone, 1-(2-furanyl)-",9.95052,39
"2,4-Hexadienal, (E,E)-",9.95052,96
"2,4-Hexadienal, (E,E)-",9.95052,95
2-Furfurylthiol,9.95052,114
2-Furfurylthiol,9.95052,81
"2-Cyclopenten-1-one, 2-methyl-",10.06716,53
"2-Cyclopenten-1-one, 2-methyl-",10.06716,96
"Formic acid, hexyl ester",10.12548,39
"Formic acid, hexyl ester",10.12548,84
Nonane,10.17,85
Nonane,10.17,70
"1,4-Butanediol",10.17,44
"1,4-Butanediol",10.17,42
"1,3-trans,5-cis-Octatriene",10.17,108
"1,3-trans,5-cis-Octatriene",10.17,79
"1,4-Butanediol",10.17,71
2-Heptanol,10.17,45
"4-Heptenal, (Z)-",10.17,84
"4-Heptenal, (Z)-",10.17,68
"Pentanoic acid, ethyl ester",10.17,103
"Pentanoic acid, ethyl ester",10.17,88
2-Heptanol,10.17,55
Butyrolactone,10.1838,55
Butyrolactone,10.1838,86
"Propanedioic acid, dimethyl ester",10.24212,101
"Propanedioic acid, dimethyl ester",10.24212,59
"2,4-Hexadien-1-ol",10.24212,98
"2,4-Hexadien-1-ol",10.24212,80
"Pyrazine, 2,6-dimethyl-",10.30044,38
"Pyrazine, 2,6-dimethyl-",10.30044,108
"Pyrazine, 2,5-dimethyl-",10.30044,39
"Pyrazine, 2,5-dimethyl-",10.30044,40
"Pyrazine, 2,5-dimethyl-",10.30044,108
"2-Buten-1-ol, 3-methyl-, acetate",10.35876,86
"2-Buten-1-ol, 3-methyl-, acetate",10.35876,85
2(5H)-Furanone,10.35876,84
"Thiophene, 2-ethenyl-",10.35876,111
"Thiophene, 2-ethenyl-",10.35876,109
2(5H)-Furanone,10.35876,39
"Disulfide, methyl 2-propenyl",10.4754,80
"Disulfide, methyl 2-propenyl",10.4754,122
"Butane, 2-isothiocyanato-",10.4754,41
"Butane, 2-isothiocyanato-",10.4754,115
2-Cyclohexen-1-one,10.4754,68
2-Cyclohexen-1-one,10.4754,96
"3-Hexen-1-ol, formate, (Z)-",10.4754,42
"3-Hexen-1-ol, formate, (Z)-",10.4754,82
Anisole,10.4754,65
Anisole,10.4754,108
2-Methylbut-2-en-1-yl acetate,10.53372,86
"Benzene, (1-methylethyl)-",10.53372,120
"Benzene, (1-methylethyl)-",10.53372,105
"Pyrazine, ethyl-",10.53372,108
2-Methylbut-2-en-1-yl acetate,10.53372,68
"Pyrazine, ethyl-",10.53372,107
"2,5-Hexanedione",10.53372,99
"2,5-Hexanedione",10.53372,71
"2,5-Hexanedione",10.53372,43
2-Acetyl-1-pyrroline,10.59204,83
2-Acetyl-1-pyrroline,10.59204,69
2-Acetyl-1-pyrroline,10.59204,43
Dimethyl sulfone,10.59204,94
Dimethyl sulfone,10.59204,79
"1,6-Octadiene, 5,7-dimethyl-, (R)-",10.59204,83
"Pyridine, 2,5-dimethyl-",10.59204,92
"Pyridine, 2,5-dimethyl-",10.59204,79
1-Hexanethiol,10.59204,118
1-Hexanethiol,10.59204,84
"1,6-Octadiene, 5,7-dimethyl-, (R)-",10.59204,96
"Disulfide, methyl 1-propenyl",10.70868,120
"Disulfide, methyl 1-propenyl",10.70868,73
"2-Butenoic acid, 3-methyl-, ethyl ester",10.70868,128
"2-Butenoic acid, 3-methyl-, ethyl ester",10.70868,83
"Tricyclo[2.2.1.0(2,6)]heptane, 1,7,7-trimethyl-",10.767,93
"Tricyclo[2.2.1.0(2,6)]heptane, 1,7,7-trimethyl-",10.767,136
"Hexanoic acid, methyl ester",10.767,99
"Hexanoic acid, methyl ester",10.767,101
"Pyrazine, 2,3-dimethyl-",10.82532,41
"Pyrazine, 2,3-dimethyl-",10.82532,108
"Pyrazine, 2,3-dimethyl-",10.82532,109
Ethyl 3-hydroxy-3-methylbutanoate,10.82532,85
Ethyl 3-hydroxy-3-methylbutanoate,10.82532,131
Cyclooctane,10.88364,83
Cyclooctane,10.88364,112
Diethyl disulfide,10.88364,66
Diethyl disulfide,10.88364,124
"Pentane, 1-iodo-",10.94196,198
"Pentane, 1-iodo-",10.94196,71
"Octane, 2,7-dimethyl-",10.94196,85
"Octane, 2,7-dimethyl-",10.94196,99
"(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",11.00028,105
"(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",11.00028,121
"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",11.00028,93
"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",11.00028,136
"Ethanol, 2-(2-methoxyethoxy)-",11.17524,89
"Ethanol, 2-(2-methoxyethoxy)-",11.17524,90
"Disulfide, methyl propyl",11.17524,80
"Disulfide, methyl propyl",11.17524,124
(Z)-1-Methyl-2-(prop-1-en-1-yl)disulfane,11.17524,75
(Z)-1-Methyl-2-(prop-1-en-1-yl)disulfane,11.17524,120
"3-Hexenoic acid, methyl ester",11.23356,128
"3-Hexenoic acid, methyl ester, (Z)-",11.23356,74
"3-Hexenoic acid, methyl ester, (Z)-",11.23356,128
"3-Hexenoic acid, methyl ester",11.23356,74
"Thiazole, 4,5-dimethyl-",11.3502,114
"Thiazole, 4,5-dimethyl-",11.3502,112
alpha-Pinene,11.46684,65
alpha-Pinene,11.46684,136
"(1S)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",11.46684,93
"(1S)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",11.46684,121
"2-Hexanol, acetate",11.46684,69
"2-Hexanol, acetate",11.46684,84
3-Hepten-2-one,11.46684,55
3-Hepten-2-one,11.46684,112
"2-Heptanone, 3-methyl-",11.46684,72
"2-Heptanone, 3-methyl-",11.46684,85
S-Methyl 3-methylbutanethioate,11.52516,43
S-Methyl 3-methylbutanethioate,11.52516,47
Ethyl tiglate,11.58348,113
Ethyl tiglate,11.58348,128
(E)-1-Methyl-2-(prop-1-en-1-yl)disulfane,11.6418,122
(E)-1-Methyl-2-(prop-1-en-1-yl)disulfane,11.6418,120
"3-Heptanone, 6-methyl-",11.70012,128
"3-Heptanone, 6-methyl-",11.70012,81
"2-Heptanone, 4-methyl-",11.81676,59
"2-Heptanone, 4-methyl-",11.81676,85
"2-Pentanone, 4-mercapto-4-methyl-",11.81676,75
"2-Pentanone, 4-mercapto-4-methyl-",11.81676,132
"R(-)3,7-Dimethyl-1,6-octadiene",11.81676,109
"R(-)3,7-Dimethyl-1,6-octadiene",11.81676,138
4-Octen-3-one,11.87508,97
4-Octen-3-one,11.87508,126
"Butanoic acid, 3-hydroxy-, ethyl ester",11.87508,88
"Butanoic acid, 3-hydroxy-, ethyl ester",11.87508,117
Ethyl acetoacetate,11.87508,85
Ethyl acetoacetate,11.87508,88
"Pyrazine, ethenyl-",11.99172,106
"Pyrazine, ethenyl-",11.99172,39
"Butanoic acid, 3-methyl-, propyl ester",11.99172,103
"Butanoic acid, 3-methyl-, propyl ester",11.99172,39
"Butanoic acid, 2-methyl-, propyl ester",11.99172,39
"1,6-Octadiene, 3,7-dimethyl-",11.99172,95
"1,6-Octadiene, 3,7-dimethyl-",11.99172,41
"Butanoic acid, 2-methyl-, propyl ester",11.99172,103
"Pentanoic acid, 4-methyl-",12.16668,74
"Pentanoic acid, 4-methyl-",12.16668,83
"Bicyclo[2.2.1]heptane, 7,7-dimethyl-2-methylene-",12.225,121
"Bicyclo[2.2.1]heptane, 7,7-dimethyl-2-methylene-",12.225,136
"Butane, 1-isothiocyanato-",12.28332,57
"Butane, 1-isothiocyanato-",12.28332,114
"2(5H)-Furanone, 5,5-dimethyl-",12.34164,69
"2(5H)-Furanone, 5,5-dimethyl-",12.34164,112
"3H-1,2-Dithiole",12.34164,104
"3H-1,2-Dithiole",12.34164,105
Camphene,12.34164,121
"Ethane, 1,1-bis(methylthio)-",12.34164,122
"Ethane, 1,1-bis(methylthio)-",12.34164,41
Camphene,12.34164,136
"Octane, 2,3-dimethyl-",12.39996,70
"Octane, 2,3-dimethyl-",12.39996,71
"Octane, 2,3-dimethyl-",12.39996,98
"1-Hexanol, 4-methyl-",12.39996,39
"1-Hexanol, 4-methyl-",12.39996,69
"1-Hexanol, 4-methyl-",12.39996,70
"Benzene, propyl-",12.39996,91
"Benzene, propyl-",12.39996,120
"2-Butenoic acid, 3-methyl-",12.39996,82
"2-Butenoic acid, 3-methyl-",12.39996,100
"2-Hexanone, 4-hydroxy-5-methyl-",12.45828,87
"2-Hexanone, 4-hydroxy-5-methyl-",12.45828,41
"Benzene, 1-ethyl-4-methyl-",12.45828,106
"Benzene, 1-ethyl-4-methyl-",12.45828,120
"Butanoic acid, 2-methylpropyl ester",12.5166,71
"Butanoic acid, 2-methylpropyl ester",12.5166,89
"2-Heptanone, 6-methyl-",12.57492,95
"Bicyclo[3.1.0]hex-2-ene, 4-methylene-1-(1-methylethyl)-",12.57492,119
"2-Heptanone, 6-methyl-",12.57492,43
"Hexanal, 2-ethyl-",12.57492,72
"Hexanal, 2-ethyl-",12.57492,39
"Bicyclo[3.1.0]hex-2-ene, 4-methylene-1-(1-methylethyl)-",12.57492,92
"Benzene, 1-ethyl-3-methyl-",12.63324,106
"Benzene, 1-ethyl-3-methyl-",12.63324,120
4-Oxohex-2-enal,12.63324,83
4-Oxohex-2-enal,12.63324,84
4-Oxohex-2-enal,12.63324,112
"2(3H)-Furanone, dihydro-5-methyl-",12.69156,85
"2-Heptenal, (E)-",12.69156,84
"2(3H)-Furanone, dihydro-5-methyl-",12.69156,56
"2-Heptenal, (E)-",12.69156,39
"2-Heptenal, (Z)-",12.69156,112
"2(3H)-Furanone, dihydro-5-methyl-",12.69156,41
"2-Heptenal, (Z)-",12.69156,70
"Octane, 2,4,6-trimethyl-",12.74988,57
"Octane, 2,4,6-trimethyl-",12.74988,85
"Cyclohexanone, 4-methyl-",12.74988,83
"Cyclohexanone, 4-methyl-",12.74988,94
"Cyclohexanol, 2-methyl-",12.8082,96
"Cyclohexanol, 2-methyl-",12.8082,114
"Nonane, 4-methyl-",12.86652,70
"Nonane, 4-methyl-",12.86652,99
Benzaldehyde,12.92484,77
Benzaldehyde,12.92484,107
"Nonane, 2-methyl-",13.04148,71
"Nonane, 2-methyl-",13.04148,85
"Nonane, 2-methyl-",13.04148,99
"2-Furancarboxaldehyde, 5-methyl-",13.0998,110
"2-Furancarboxaldehyde, 5-methyl-",13.0998,109
"Bicyclo[3.1.0]hex-2-ene, 4-methyl-1-(1-methylethyl)-",13.15812,77
"Bicyclo[3.1.0]hex-2-ene, 4-methyl-1-(1-methylethyl)-",13.15812,92
"2(5H)-Furanone, 5-ethyl-",13.15812,57
"2(5H)-Furanone, 5-ethyl-",13.15812,84
"2(5H)-Furanone, 5-ethyl-",13.15812,112
"2-Hexenoic acid, methyl ester, (E)-",13.15812,113
"2-Hexenoic acid, methyl ester, (E)-",13.15812,128
Benzenethiol,13.21644,110
Benzenethiol,13.21644,109
"1-Butanol, 3-methyl-, propanoate",13.33308,71
"1-Butanol, 3-methyl-, propanoate",13.33308,72
"Pentanoic acid, 4-methyl-, ethyl ester",13.33308,81
"Pentanoic acid, 4-methyl-, ethyl ester",13.33308,102
1-Heptanol,13.3914,70
3-Mercapto-3-methylbutanol,13.3914,75
1-Heptanol,13.3914,57
3-Mercapto-3-methylbutanol,13.3914,86
"Butanoic acid, 1-methylbutyl ester",13.3914,115
Dimethyl trisulfide,13.3914,111
Dimethyl trisulfide,13.3914,126
"Benzene, 1-ethyl-2-methyl-",13.3914,120
"Benzene, 1-ethyl-2-methyl-",13.3914,105
"Butanoic acid, 1-methylbutyl ester",13.3914,88
5-Methyl-(E)-2-hepten-4-one,13.44972,69
5-Methyl-(E)-2-hepten-4-one,13.44972,111
"1,3,5-Cycloheptatriene, 3,7,7-trimethyl-",13.44972,120
"1,3,5-Cycloheptatriene, 3,7,7-trimethyl-",13.44972,134
"2-Cyclopenten-1-one, 3-methyl-",13.50804,95
"2-Cyclopenten-1-one, 3-methyl-",13.50804,96
"2H-Pyran, 2-ethenyltetrahydro-2,6,6-trimethyl-",13.50804,121
"2H-Pyran, 2-ethenyltetrahydro-2,6,6-trimethyl-",13.50804,139
Mesitylene,13.50804,119
Mesitylene,13.50804,120
"Bicyclo[3.1.0]hexane, 4-methylene-1-(1-methylethyl)-",13.62468,136
"Bicyclo[3.1.0]hexane, 4-methylene-1-(1-methylethyl)-",13.62468,93
"Butanoic acid, 2-hydroxy-3-methyl-, ethyl ester",13.683,73
"Butanoic acid, 2-hydroxy-3-methyl-, ethyl ester",13.683,104
alpha-Methylstyrene,13.74132,117
alpha-Methylstyrene,13.74132,118
4-Octanone,13.74132,71
4-Octanone,13.74132,128
Aniline,13.79964,65
Aniline,13.79964,92
Aniline,13.79964,94
"2-Hepten-1-ol, (E)-",13.85796,81
"2-Hepten-1-ol, (E)-",13.85796,96
beta-Pinene,13.91628,93
1-Octen-3-one,13.91628,70
1-Octen-3-one,13.91628,83
beta-Pinene,13.91628,136
Phenol,13.9746,66
1-Octen-3-ol,13.9746,85
Phenol,13.9746,94
1-Octen-3-ol,13.9746,57
1-Octen-3-ol,13.9746,72
"1-Propanol, 3-(methylthio)-",14.03292,41
"1-Propanol, 3-(methylthio)-",14.03292,35
2-Propylthiazole,14.03292,112
2-Propylthiazole,14.03292,99
"1,2-Dithiolane",14.09124,39
"1,2-Dithiolane",14.09124,106
"2,3-Octanedione",14.20788,99
"1,7-Octadiene, 2-methyl-6-methylene-",14.20788,121
"2,3-Octanedione",14.20788,39
"Benzene, (methoxymethyl)-",14.20788,122
"Benzene, (methoxymethyl)-",14.20788,121
"1,7-Octadiene, 2-methyl-6-methylene-",14.20788,107
"2-Hexene, 3,5,5-trimethyl-",14.2662,57
"2-Hexene, 3,5,5-trimethyl-",14.2662,69
"2-Hexene, 3,5,5-trimethyl-",14.2662,70
Benzonitrile,14.2662,50
Benzonitrile,14.2662,104
3-Octanone,14.32452,128
3-Octanone,14.32452,99
"5-Hepten-2-one, 6-methyl-",14.32452,126
"5-Hepten-2-one, 6-methyl-",14.32452,108
3-Methylpentyl acetate,14.38284,84
3-Methylpentyl acetate,14.38284,87
1-Decene,14.49948,111
1-Decene,14.49948,140
Ethyl (methylthio)acetate,14.49948,35
Ethyl (methylthio)acetate,14.49948,45
"Benzene, 1,2,4-trimethyl-",14.5578,105
"Benzene, 1,2,4-trimethyl-",14.5578,120
2-Octanone,14.5578,41
2-Octanone,14.5578,59
Hexanoic acid,14.5578,60
Hexanoic acid,14.5578,87
beta-Myrcene,14.61612,93
"2,3-Dehydro-1,8-cineole",14.61612,152
beta-Myrcene,14.61612,77
"2,6-Dimethyl-2-trans-6-octadiene",14.61612,123
"2,3-Dehydro-1,8-cineole",14.61612,109
"2,6-Dimethyl-2-trans-6-octadiene",14.61612,69
"Furan, 2-pentyl-",14.73276,81
"Furan, 2-pentyl-",14.73276,138
"5-Hepten-2-ol, 6-methyl-",14.79108,95
"5-Hepten-2-ol, 6-methyl-",14.79108,128
3-Octanol,14.79108,41
3-Octanol,14.79108,101
"2-Furanmethanethiol, 5-methyl-",14.8494,95
"Pentanoic acid, 2-hydroxy-4-methyl-, methyl ester",14.8494,87
"Pentanoic acid, 2-hydroxy-4-methyl-, methyl ester",14.8494,90
"Butanoic acid, butyl ester",14.8494,41
"Butanoic acid, butyl ester",14.8494,89
"2-Furanmethanol, acetate",14.8494,81
"2-Furanmethanol, acetate",14.8494,140
"2-Furanmethanethiol, 5-methyl-",14.8494,127
"Thiazole, 2,4,5-trimethyl-",14.96604,126
"Thiazole, 2,4,5-trimethyl-",14.96604,86
"3,3,6-Trimethyl-1,4-heptadien-6-ol",15.02436,121
"3,3,6-Trimethyl-1,4-heptadien-6-ol",15.02436,139
2-Octanol,15.02436,41
2-Octanol,15.02436,45
2-Carene,15.20816,121
2-Carene,15.20816,136
trans-2-(2-Pentenyl)furan,15.27532,81
cis-2-(2-Pentenyl)furan,15.27532,121
cis-2-(2-Pentenyl)furan,15.27532,136
trans-2-(2-Pentenyl)furan,15.27532,136
"Pyrazine, 2-ethyl-6-methyl-",15.34248,41
"Pyrazine, 2-ethyl-6-methyl-",15.34248,122
Octanal,15.34248,84
Octanal,15.34248,110
"Butanoic acid, 2-methyl-, 2-methylpropyl ester",15.40964,130
"Butanoic acid, 2-methyl-, 2-methylpropyl ester",15.40964,103
Benzofuran,15.40964,119
Benzofuran,15.40964,118
"Cyclohexane, 1-methylene-4-(1-methylethenyl)-",15.40964,136
"Pyrazine, trimethyl-",15.40964,81
"Pyrazine, trimethyl-",15.40964,122
"Cyclohexane, 1-methylene-4-(1-methylethenyl)-",15.40964,121
"Pyrazine, trimethyl-",15.40964,42
"Pyrazine, 2-ethyl-3-methyl-",15.40964,122
"Pyrazine, 2-ethyl-3-methyl-",15.40964,121
Isobutyl isovalerate,15.4768,103
Isobutyl isovalerate,15.4768,87
"Pyrazine, 2-ethyl-5-methyl-",15.4768,121
"Pyrazine, 2-ethyl-5-methyl-",15.4768,94
"3-Hexen-1-ol, acetate, (E)-",15.4768,82
"3-Hexen-1-ol, acetate, (E)-",15.4768,55
"Pyrazine, 2-ethyl-5-methyl-",15.4768,122
"3-Hexen-1-ol, acetate, (Z)-",15.4768,55
"3-Hexenoic acid, ethyl ester",15.4768,142
"3-Hexenoic acid, ethyl ester",15.4768,68
alpha-Phellandrene,15.4768,136
"3-Hexen-1-ol, acetate, (Z)-",15.4768,82
alpha-Phellandrene,15.4768,94
alpha-Phellandrene,15.4768,93
"3-Hexenoic acid, ethyl ester, (E)-",15.54396,69
"3-Hexenoic acid, ethyl ester, (E)-",15.54396,142
"2-Hexen-1-ol, acetate, (Z)-",15.54396,71
"2-Hexen-1-ol, acetate, (Z)-",15.54396,100
"Hexanoic acid, ethyl ester",15.583,88
"Hexanoic acid, ethyl ester",15.583,101
Decane,15.583,99
Decane,15.583,142
"Benzene, 1-methoxy-2-methyl-",15.67828,90
2-Thiophenecarboxaldehyde,15.67828,83
2-Thiophenecarboxaldehyde,15.67828,112
"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran",15.67828,110
"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran",15.67828,137
"Benzene, 1-methoxy-2-methyl-",15.67828,123
(+)-4-Carene,15.74544,136
(+)-4-Carene,15.74544,93
"2-Propanol, 1-(2-methoxypropoxy)-",15.8126,41
"2-Propanol, 1-(2-methoxypropoxy)-",15.8126,73
"1-Propanone, 1-(2-furanyl)-",15.87976,95
"Acetic acid, hexyl ester",15.87976,73
"Acetic acid, hexyl ester",15.87976,84
3-Carene,15.87976,91
3-Carene,15.87976,136
"Cyclohexanecarboxylic acid, methyl ester",15.87976,110
"Cyclohexanecarboxylic acid, methyl ester",15.87976,142
"1-Propanone, 1-(2-furanyl)-",15.87976,124
"2,4-Heptadienal, (E,E)-",15.94692,82
"2,4-Heptadienal, (E,E)-",15.94692,110
"Benzene, 1,2,3-trimethyl-",16.01408,119
"Benzene, 1,2,3-trimethyl-",16.01408,120
"Cyclohexene, 1-methoxy-",16.08124,111
"Cyclohexene, 1-methoxy-",16.08124,84
"Propanoic acid, 2-methyl-, 3-methylbutyl ester",16.1484,89
"Propanoic acid, 2-methyl-, 3-methylbutyl ester",16.1484,71
1H-Pyrrole-2-carboxaldehyde,16.1484,39
1H-Pyrrole-2-carboxaldehyde,16.1484,94
1H-Pyrrole-2-carboxaldehyde,16.1484,95
"7-Oxabicyclo[2.2.1]heptane, 1-methyl-4-(1-methylethyl)-",16.21556,139
"7-Oxabicyclo[2.2.1]heptane, 1-methyl-4-(1-methylethyl)-",16.21556,154
"2-Hexen-1-ol, acetate, (E)-",16.21556,82
"2-Hexen-1-ol, acetate, (E)-",16.21556,100
"Propanoic acid, 2-methyl-, 2-methylbutyl ester",16.21556,57
"Propanoic acid, 2-methyl-, 2-methylbutyl ester",16.21556,70
"1,3-Cyclohexadiene, 1-methyl-4-(1-methylethyl)-",16.28272,93
